"","mets","metProp.mets...name..","iAPECO1_1312_BIOMASS_Ec_iJO1366_core_53p95M","iB21_1397_BIOMASS_Ec_iJO1366_core_53p95M","iBWG_1329_BIOMASS_Ec_iJO1366_core_53p95M","iE2348C_1286_BIOMASS_Ec_iJO1366_core_53p95M","iEC042_1314_BIOMASS_Ec_iJO1366_core_53p95M","iEC55989_1330_BIOMASS_Ec_iJO1366_core_53p95M","iECABU_c1320_BIOMASS_Ec_iJO1366_core_53p95M","iECBD_1354_BIOMASS_Ec_iJO1366_core_53p95M","iECB_1328_BIOMASS_Ec_iJO1366_core_53p95M","iECDH10B_1368_BIOMASS_Ec_iJO1366_core_53p95M","iECDH1ME8569_1439_BIOMASS_Ec_iJO1366_core_53p95M","iECD_1391_BIOMASS_Ec_iJO1366_core_53p95M","iECED1_1282_BIOMASS_Ec_iJO1366_core_53p95M","iECH74115_1262_BIOMASS_Ec_iJO1366_core_53p95M","iECIAI1_1343_BIOMASS_Ec_iJO1366_core_53p95M","iECIAI39_1322_BIOMASS_Ec_iJO1366_core_53p95M","iECNA114_1301_BIOMASS_Ec_iJO1366_core_53p95M","iECO103_1326_BIOMASS_Ec_iJO1366_core_53p95M","iECO111_1330_BIOMASS_Ec_iJO1366_core_53p95M","iECO26_1355_BIOMASS_Ec_iJO1366_core_53p95M","iECOK1_1307_BIOMASS_Ec_iJO1366_core_53p95M","iECP_1309_BIOMASS_Ec_iJO1366_core_53p95M","iECS88_1305_BIOMASS_Ec_iJO1366_core_53p95M","iECSE_1348_BIOMASS_Ec_iJO1366_core_53p95M","iECSF_1327_BIOMASS_Ec_iJO1366_core_53p95M","iECSP_1301_BIOMASS_Ec_iJO1366_core_53p95M","iECUMN_1333_BIOMASS_Ec_iJO1366_core_53p95M","iECW_1372_BIOMASS_Ec_iJO1366_core_53p95M","iECs_1301_BIOMASS_Ec_iJO1366_core_53p95M","iEKO11_1354_BIOMASS_Ec_iJO1366_core_53p95M","iETEC_1333_BIOMASS_Ec_iJO1366_core_53p95M","iEcDH1_1363_BIOMASS_Ec_iJO1366_core_53p95M","iEcE24377_1341_BIOMASS_Ec_iJO1366_core_53p95M","iEcHS_1320_BIOMASS_Ec_iJO1366_core_53p95M","iEcSMS35_1347_BIOMASS_Ec_iJO1366_core_53p95M","iEcolC_1368_BIOMASS_Ec_iJO1366_core_53p95M","iG2583_1286_BIOMASS_Ec_iJO1366_core_53p95M","iJO1366_BIOMASS_Ec_iJO1366_core_53p95M","iLF82_1304_BIOMASS_Ec_iJO1366_core_53p95M","iNRG857_1313_BIOMASS_Ec_iJO1366_core_53p95M","iSBO_1134_BIOMASS_Ec_iJO1366_core_53p95M","iSDY_1059_BIOMASS_Ec_iJO1366_core_53p95M","iSFV_1184_BIOMASS_Ec_iJO1366_core_53p95M","iSF_1195_BIOMASS_Ec_iJO1366_core_53p95M","iSFxv_1172_BIOMASS_Ec_iJO1366_core_53p95M","iSSON_1240_BIOMASS_Ec_iJO1366_core_53p95M","iS_1188_BIOMASS_Ec_iJO1366_core_53p95M","iSbBS512_1146_BIOMASS_Ec_iJO1366_core_53p95M","iUMN146_1321_BIOMASS_Ec_iJO1366_core_53p95M","iUMNK88_1353_BIOMASS_Ec_iJO1366_core_53p95M","iUTI89_1310_BIOMASS_Ec_iJO1366_core_53p95M","iWFL_1372_BIOMASS_Ec_iJO1366_core_53p95M","iY75_1357_BIOMASS_Ec_iJO1366_core_53p95M","iZ_1308_BIOMASS_Ec_iJO1366_core_53p95M","ic_1306_BIOMASS_Ec_iJO1366_core_53p95M"
"murein5px4p.p..24","murein5px4p_p","Two disacharide linked murein units pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	iAF1260; iBWG_1329; iJO1366; iAPECO1_1312; iE2348C_1286; iSF_1195; iEC042_1314; iB21_1397; iEC55989_1330; iPC815; ic_1306; iYL1228; iY75_1357; iAF987; STM_v1_0; iAF1260b; iWFL_1372; iSFV_1184; iSSON_1240; iSDY_1059; iUTI89_1310; iUMN146_1321; iZ_1308; iSBO_1134; iSFxv_1172; iUMNK88_1353; iLF82_1304; iEcSMS35_1347; iECSP_1301; iETEC_1333; iEKO11_1354; iECSF_1327; iNRG857_1313; iSbBS512_1146; iECUMN_1333; iG2583_1286; iECW_1372; iS_1188; iEC1349_Crooks; iML1515; iEC1364_W; iEC1356_Bl21DE3; iJB785; iEC1368_DH5a; iEC1344_C; iYS1720; iJN1463; iEC1372_W3110; iEcE24377_1341; iECD_1391; iECED1_1282; iEcHS_1320; iECH74115_1262; iECDH10B_1368; iECDH1ME8569_1439; iEcDH1_1363; iECB_1328; iECBD_1354; iECABU_c1320; iECOK1_1307; iECO26_1355; iECIAI39_1322; iEcolC_1368; iECP_1309; iECs_1301; iECIAI1_1343; iECSE_1348; iECS88_1305; iECNA114_1301; iECO111_1330; iECO103_1326	BioCyc: http://identifiers.org/biocyc/META:CPD0-2278; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM88338; InChI Key: https://identifiers.org/inchikey/NQXCJQVWBSGGNW-UHFFFAOYSA-E; SEED Compound: http://identifiers.org/seed.compound/cpd15514	murein5px4p; murein5px4p_p
na1_p	na1	Sodium	iEcHS_1320; iEcDH1_1363; iEcE24377_1341; iECED1_1282; iECB_1328; iECDH1ME8569_1439; iECBD_1354; iECABU_c1320; iECDH10B_1368; iECD_1391; iEC55989_1330; iECH74115_1262; iECNA114_1301; iECO26_1355; iEcolC_1368; iECP_1309; iECOK1_1307; iECIAI39_1322; iECIAI1_1343; iECS88_1305; iECO103_1326; iECs_1301; iECO111_1330; iJN746; iBWG_1329; iSF_1195; ic_1306; iB21_1397; iE2348C_1286; iAPECO1_1312; iPC815; iAF1260; iJO1366; iEC042_1314; iEC1368_DH5a; iYS1720; iJN1463; iEC1372_W3110; iCN718; iSynCJ816; iEC1344_C; iECUMN_1333; iECSP_1301; iG2583_1286; iETEC_1333; iECW_1372; iNRG857_1313; iEKO11_1354; iS_1188; iLF82_1304; iECSE_1348; iECSF_1327; iEcSMS35_1347; iZ_1308; iSSON_1240; iSFV_1184; iUTI89_1310; iSbBS512_1146; iSFxv_1172; iUMN146_1321; iWFL_1372; iSDY_1059; iUMNK88_1353; iSBO_1134; iAF1260b; iJN678; STM_v1_0; iYL1228; iAF987; iY75_1357; iEC1364_W; iJB785; iEC1349_Crooks; iML1515; iEC1356_Bl21DE3	Reactome Compound: http://identifiers.org/reactome/R-ALL-2872443; Reactome Compound: http://identifiers.org/reactome/R-ALL-2892454; Reactome Compound: http://identifiers.org/reactome/R-ALL-425958; Reactome Compound: http://identifiers.org/reactome/R-ALL-425971; Reactome Compound: http://identifiers.org/reactome/R-ALL-425977; Reactome Compound: http://identifiers.org/reactome/R-ALL-74113; Reactome Compound: http://identifiers.org/reactome/R-ALL-83910; KEGG Compound: http://identifiers.org/kegg.compound/C01330; CHEBI: http://identifiers.org/chebi/CHEBI:26717; CHEBI: http://identifiers.org/chebi/CHEBI:29101; CHEBI: http://identifiers.org/chebi/CHEBI:49766; CHEBI: http://identifiers.org/chebi/CHEBI:9175; InChI Key: https://identifiers.org/inchikey/FKNQFGJONOIPTF-UHFFFAOYSA-N; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00588; BioCyc: http://identifiers.org/biocyc/META:NA+; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM27; SEED Compound: http://identifiers.org/seed.compound/cpd00971	na1; na1_p
nmn_p	nmn	NMN C11H14N2O8P	iECW_1372; iECSF_1327; iECSP_1301; iECUMN_1333; iEKO11_1354; iNRG857_1313; iS_1188; iETEC_1333; iLF82_1304; iECSE_1348; iEcSMS35_1347; iG2583_1286; iUTI89_1310; iSFxv_1172; iUMN146_1321; iZ_1308; iSbBS512_1146; iSSON_1240; iSBO_1134; iUMNK88_1353; iSDY_1059; iSFV_1184; iWFL_1372; iEC1349_Crooks; iEC1356_Bl21DE3; iML1515; iAF1260b; iY75_1357; STM_v1_0; iYL1228; iECABU_c1320; iECD_1391; iECDH10B_1368; iEcDH1_1363; iECB_1328; iECBD_1354; iECDH1ME8569_1439; iEcE24377_1341; iEC55989_1330; iECED1_1282; iECH74115_1262; iECOK1_1307; iECO26_1355; iECIAI39_1322; iECO103_1326; iECIAI1_1343; iECs_1301; iECNA114_1301; iECO111_1330; iEcolC_1368; iEcHS_1320; iECP_1309; iECS88_1305; iEC1368_DH5a; iEC1364_W; iEC1372_W3110; iEC1344_C; iYS1720; iSF_1195; iJO1366; iPC815; iAPECO1_1312; ic_1306; iAF1260; iE2348C_1286; iB21_1397; iBWG_1329; iEC042_1314	Reactome Compound: http://identifiers.org/reactome/R-ALL-549282; Reactome Compound: http://identifiers.org/reactome/R-ALL-8869353; Reactome Compound: http://identifiers.org/reactome/R-ALL-8940067; KEGG Compound: http://identifiers.org/kegg.compound/C00455; CHEBI: http://identifiers.org/chebi/CHEBI:10433; CHEBI: http://identifiers.org/chebi/CHEBI:12397; CHEBI: http://identifiers.org/chebi/CHEBI:13409; CHEBI: http://identifiers.org/chebi/CHEBI:14646; CHEBI: http://identifiers.org/chebi/CHEBI:14647; CHEBI: http://identifiers.org/chebi/CHEBI:14648; CHEBI: http://identifiers.org/chebi/CHEBI:14649; CHEBI: http://identifiers.org/chebi/CHEBI:16171; CHEBI: http://identifiers.org/chebi/CHEBI:18201; CHEBI: http://identifiers.org/chebi/CHEBI:22850; CHEBI: http://identifiers.org/chebi/CHEBI:25522; CHEBI: http://identifiers.org/chebi/CHEBI:7557; InChI Key: https://identifiers.org/inchikey/DAYLJWODMCOQEW-TURQNECASA-M; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00229; Human Metabolome Database: http://identifiers.org/hmdb/HMDB59645; BioCyc: http://identifiers.org/biocyc/META:NICOTINAMIDE_NUCLEOTIDE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM355; SEED Compound: http://identifiers.org/seed.compound/cpd00355	nmn; nmn_p
octa_p	octa	Octanoate (n-C8:0)	iAF987; iY75_1357; iAF1260b; iYL1228; STM_v1_0; iS_1188; iETEC_1333; iEKO11_1354; iECUMN_1333; iECSE_1348; iECSP_1301; iECSF_1327; iG2583_1286; iNRG857_1313; iEcSMS35_1347; iECW_1372; iLF82_1304; iEC55989_1330; iECH74115_1262; iEcE24377_1341; iECB_1328; iECDH1ME8569_1439; iEcHS_1320; iECD_1391; iECDH10B_1368; iECBD_1354; iEcDH1_1363; iECED1_1282; iECABU_c1320; iEC1356_Bl21DE3; iEC1349_Crooks; iML1515; iEC1368_DH5a; iJN1463; iEC1364_W; iYS1720; iEC1372_W3110; iEC1344_C; iE2348C_1286; iAPECO1_1312; iPC815; iEC042_1314; iBWG_1329; ic_1306; iAF1260; iJO1366; iJN746; iSF_1195; iB21_1397; iECIAI1_1343; iECP_1309; iECOK1_1307; iECs_1301; iECS88_1305; iECNA114_1301; iECO111_1330; iECO103_1326; iECO26_1355; iEcolC_1368; iECIAI39_1322; iZ_1308; iUMN146_1321; iSbBS512_1146; iSBO_1134; iSSON_1240; iUTI89_1310; iUMNK88_1353; iWFL_1372; iSFxv_1172; iSFV_1184; iSDY_1059	KEGG Compound: http://identifiers.org/kegg.compound/C06423; CHEBI: http://identifiers.org/chebi/CHEBI:25646; CHEBI: http://identifiers.org/chebi/CHEBI:25648; CHEBI: http://identifiers.org/chebi/CHEBI:28837; CHEBI: http://identifiers.org/chebi/CHEBI:3373; CHEBI: http://identifiers.org/chebi/CHEBI:44501; KEGG Drug: http://identifiers.org/kegg.drug/D05220; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00482; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62511; LipidMaps: http://identifiers.org/lipidmaps/LMFA01010008; BioCyc: http://identifiers.org/biocyc/META:CPD-195; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM750; InChI Key: https://identifiers.org/inchikey/WWZKQHOCKIZLMA-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd03846	octa; octa_p
orot_p	orot	Orotate C5H3N2O4	iJO1366; iAF1260; ic_1306; iPC815; iB21_1397; iSF_1195; iEC042_1314; iAPECO1_1312; iBWG_1329; iE2348C_1286; iAF1260b; iY75_1357; iYL1228; STM_v1_0; iEC1349_Crooks; iML1515; iEC1356_Bl21DE3; iZ_1308; iSFxv_1172; iSbBS512_1146; iSDY_1059; iUTI89_1310; iUMN146_1321; iUMNK88_1353; iSFV_1184; iSSON_1240; iWFL_1372; iSBO_1134; iLF82_1304; iETEC_1333; iG2583_1286; iECSE_1348; iEcSMS35_1347; iS_1188; iNRG857_1313; iECW_1372; iECSP_1301; iECUMN_1333; iECSF_1327; iEKO11_1354; iEC1344_C; iEC1364_W; iJN1463; iEC1372_W3110; iYS1720; iEC1368_DH5a; iECDH1ME8569_1439; iECH74115_1262; iECBD_1354; iECDH10B_1368; iECED1_1282; iEcE24377_1341; iECD_1391; iECABU_c1320; iECB_1328; iEC55989_1330; iEcDH1_1363; iECIAI1_1343; iECO111_1330; iEcHS_1320; iECS88_1305; iECNA114_1301; iECP_1309; iECIAI39_1322; iECO103_1326; iECO26_1355; iEcolC_1368; iECOK1_1307; iECs_1301	Reactome Compound: http://identifiers.org/reactome/R-ALL-76632; KEGG Compound: http://identifiers.org/kegg.compound/C00295; CHEBI: http://identifiers.org/chebi/CHEBI:14698; CHEBI: http://identifiers.org/chebi/CHEBI:16742; CHEBI: http://identifiers.org/chebi/CHEBI:25719; CHEBI: http://identifiers.org/chebi/CHEBI:25720; CHEBI: http://identifiers.org/chebi/CHEBI:30839; CHEBI: http://identifiers.org/chebi/CHEBI:44781; CHEBI: http://identifiers.org/chebi/CHEBI:7787; KEGG Drug: http://identifiers.org/kegg.drug/D00055; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00226; BioCyc: http://identifiers.org/biocyc/META:OROTATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM235; InChI Key: https://identifiers.org/inchikey/PXQPEWDEAKTCGB-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00247	orot; orot_p
pa120_p	pa120	12-didodecanoyl-sn-glycerol 3-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"h2o.c..25","h2o_c","H2O H2O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4fe4s.c..25","4fe4s_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"btn.c..25","btn_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gln__L.c..25","gln__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mlthf.c..25","mlthf_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"amet.c..25","amet_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fad.c..25","fad_c","Flavin adenine dinucleotide oxidized",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ser__L.c..25","ser__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"datp.c..25","datp_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe2.c..25","fe2_c","Fe2+ mitochondria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mn2.c..25","mn2_c","Manganese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bmocogdp.c..25","bmocogdp_c","Bis-molybdopterin guanine dinucleotide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pro__L.c..25","pro__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dttp.c..25","dttp_c","DTTP C10H13N2O14P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nad.c..25","nad_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kdo2lipid4.e..25","kdo2lipid4_e","KDO(2)-lipid IV(A)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k.c..25","k_c","Potassium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pydx5p.c..25","pydx5p_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pi.c..25","pi_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ni2.c..25","ni2_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2ohph.c..25","2ohph_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
